science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,object_class,redshift,log_mseed_assumption,z_seed,epsilon,merger_boost,burst_scenario,burst_fedd,quiescent_fedd,required_lifetime_average_fedd_point,required_duty_cycle_point,required_duty_cycle_p5,required_duty_cycle_p16,required_duty_cycle_p50,required_duty_cycle_p84,required_duty_cycle_p95,prob_required_duty_cycle_gt_1,fixed_burst_scenario_feasible_point,reported_current_fedd,current_fedd_comparison_eligible_flag,current_to_required_fedd_ratio,current_fedd_is_instantaneous_not_history,n_samples,random_seed,reported_statistical_errors_sampled,statistical_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,systematic_combined_with_statistical_error
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GLASS-160133,GLASS160133_harikane23,HZA-GLASS-160133,GLASS-160133,harikane23_nirspec_blagn,broad_line_agn,4.015,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.35059976882768845,0.35059976882768845,0.34801606117611533,0.3490255916517703,0.35059920180483933,0.35204536408308945,0.3529835124887443,0.0,True,3.68,True,10.496298991596408,True,10000,20260808,True,split_normal_in_log_mbh,0.01848341,0.01930516,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GLASS-160133,GLASS160133_harikane23,HZA-GLASS-160133,GLASS-160133,harikane23_nirspec_blagn,broad_line_agn,4.015,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.35059976882768845,0.17529988441384423,0.17400803058805767,0.17451279582588514,0.17529960090241967,0.17602268204154473,0.17649175624437216,0.0,True,3.68,True,10.496298991596408,True,10000,20260808,True,split_normal_in_log_mbh,0.01848341,0.01930516,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GLASS-160133,GLASS160133_harikane23,HZA-GLASS-160133,GLASS-160133,harikane23_nirspec_blagn,broad_line_agn,4.015,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.35059976882768845,0.11686658960922948,0.11600535372537178,0.11634186388392341,0.11686640060161312,0.11734845469436316,0.11766117082958144,0.0,True,3.68,True,10.496298991596408,True,10000,20260808,True,split_normal_in_log_mbh,0.01848341,0.01930516,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-1093,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.6446687827961851,0.6446687827961851,0.5766591839876604,0.6034714298241411,0.6439232235364221,0.6870202363960147,0.7144843554735453,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-1093,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.6446687827961851,0.32233439139809256,0.2883295919938302,0.3017357149120706,0.32196161176821103,0.34351011819800736,0.35724217773677264,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-1093,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6446687827961851,0.21488959426539503,0.19221972799588677,0.2011571432747137,0.2146410745121407,0.22900674546533825,0.2381614518245151,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-11836,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.36841333364916057,0.36841333364916057,0.31993516238065134,0.3394997003845044,0.36913986391884135,0.39751982507620626,0.4165392224047481,0.0,True,0.11,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.32,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-11836,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.36841333364916057,0.18420666682458028,0.15996758119032567,0.1697498501922522,0.18456993195942067,0.19875991253810313,0.20826961120237406,0.0,True,0.11,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.32,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-11836,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.36841333364916057,0.12280444454972018,0.10664505412688377,0.1131665667948348,0.12304662130628044,0.13250660835873543,0.1388464074682494,0.0,True,0.11,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.32,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-20621,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.4962055929282211,0.4962055929282211,0.4406343875119511,0.4631545773736051,0.49600398867946194,0.5300710548864609,0.5529498616766455,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,split_normal_in_log_mbh,0.35,0.34,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-20621,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.4962055929282211,0.24810279646411054,0.22031719375597555,0.23157728868680255,0.24800199433973097,0.26503552744323045,0.27647493083832275,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,split_normal_in_log_mbh,0.35,0.34,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-20621,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.4962055929282211,0.16540186430940704,0.14687812917065038,0.154384859124535,0.16533466289315396,0.1766903516288203,0.18431662055888184,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,split_normal_in_log_mbh,0.35,0.34,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-38509,GN38509_juodzbalis25,HZA-GN-38509,GN-38509,juodzbalis25_jades_blagn,broad_line_agn,6.678,2.0,30.0,0.1,1.0,eddington,1.0,0.0,1.064544199368414,1.064544199368414,0.9641941778735627,1.0045224197559606,1.0647036928070799,1.124385710875171,1.1639851634947151,0.8552,False,0.015,True,0.014090537536064155,True,10000,20260808,True,split_normal_in_log_mbh,0.37,0.38,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-38509,GN38509_juodzbalis25,HZA-GN-38509,GN-38509,juodzbalis25_jades_blagn,broad_line_agn,6.678,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,1.064544199368414,0.532272099684207,0.4820970889367813,0.5022612098779803,0.5323518464035399,0.5621928554375855,0.5819925817473576,0.0,True,0.015,True,0.014090537536064155,True,10000,20260808,True,split_normal_in_log_mbh,0.37,0.38,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-38509,GN38509_juodzbalis25,HZA-GN-38509,GN-38509,juodzbalis25_jades_blagn,broad_line_agn,6.678,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,1.064544199368414,0.354848066456138,0.32139805929118753,0.3348408065853202,0.3549012309356933,0.3747952369583903,0.38799505449823835,0.0,True,0.015,True,0.014090537536064155,True,10000,20260808,True,split_normal_in_log_mbh,0.37,0.38,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-4685,GN4685_juodzbalis25,HZA-GN-4685,GN-4685,juodzbalis25_jades_blagn,broad_line_agn,7.415,2.0,30.0,0.1,1.0,eddington,1.0,0.0,1.0173652371980322,1.0173652371980322,0.8876089800576576,0.9389276374711005,1.0176245511532636,1.1021916071752438,1.1564299170174686,0.5863,False,0.045,True,0.04423190252100255,True,10000,20260808,True,split_normal_in_log_mbh,0.45,0.42,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-4685,GN4685_juodzbalis25,HZA-GN-4685,GN-4685,juodzbalis25_jades_blagn,broad_line_agn,7.415,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,1.0173652371980322,0.5086826185990161,0.4438044900288288,0.46946381873555026,0.5088122755766318,0.5510958035876219,0.5782149585087343,0.0,True,0.045,True,0.04423190252100255,True,10000,20260808,True,split_normal_in_log_mbh,0.45,0.42,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-4685,GN4685_juodzbalis25,HZA-GN-4685,GN-4685,juodzbalis25_jades_blagn,broad_line_agn,7.415,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,1.0173652371980322,0.3391217457326774,0.2958696600192192,0.3129758791570335,0.3392081837177545,0.36739720239174795,0.38547663900582285,0.0,True,0.045,True,0.04423190252100255,True,10000,20260808,True,split_normal_in_log_mbh,0.45,0.42,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-53757,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,juodzbalis25_jades_blagn,broad_line_agn,4.447,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.48914368840867417,0.48914368840867417,0.4412806650486683,0.4601820741207496,0.48888743526510803,0.5175400201646414,0.5355029115243665,0.0,True,0.07,True,0.1431072334342701,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.31,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-53757,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,juodzbalis25_jades_blagn,broad_line_agn,4.447,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.48914368840867417,0.24457184420433709,0.22064033252433415,0.2300910370603748,0.24444371763255401,0.2587700100823207,0.26775145576218323,0.0,True,0.07,True,0.1431072334342701,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.31,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-53757,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,juodzbalis25_jades_blagn,broad_line_agn,4.447,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.48914368840867417,0.16304789613622472,0.1470935550162228,0.15339402470691652,0.1629624784217027,0.17251334005488045,0.17850097050812214,0.0,True,0.07,True,0.1431072334342701,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.31,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,juodzbalis25_jades_blagn,broad_line_agn,5.874,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.6774526738858004,0.6774526738858004,0.6073295913489076,0.6343515857265387,0.6766675767322041,0.7203243146204149,0.7497950689851735,0.0,True,0.18,True,0.26570121713084116,True,10000,20260808,True,split_normal_in_log_mbh,0.33,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,juodzbalis25_jades_blagn,broad_line_agn,5.874,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.6774526738858004,0.3387263369429002,0.3036647956744538,0.31717579286326936,0.33833378836610206,0.36016215731020745,0.3748975344925867,0.0,True,0.18,True,0.26570121713084116,True,10000,20260808,True,split_normal_in_log_mbh,0.33,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,juodzbalis25_jades_blagn,broad_line_agn,5.874,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6774526738858004,0.22581755796193348,0.20244319711630254,0.21145052857551289,0.2255558589107347,0.24010810487347164,0.2499316896617245,0.0,True,0.18,True,0.26570121713084116,True,10000,20260808,True,split_normal_in_log_mbh,0.33,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-62309,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,juodzbalis25_jades_blagn,broad_line_agn,5.172,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.4824283885898979,0.4824283885898979,0.42138319534942176,0.4455587085726509,0.4822054231916515,0.522718953736006,0.5499845474577406,0.0,True,0.15,True,0.31092697599832125,True,10000,20260808,True,split_normal_in_log_mbh,0.36,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-62309,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,juodzbalis25_jades_blagn,broad_line_agn,5.172,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.4824283885898979,0.24121419429494895,0.21069159767471088,0.22277935428632545,0.24110271159582575,0.261359476868003,0.2749922737288703,0.0,True,0.15,True,0.31092697599832125,True,10000,20260808,True,split_normal_in_log_mbh,0.36,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-62309,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,juodzbalis25_jades_blagn,broad_line_agn,5.172,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.4824283885898979,0.1608094628632993,0.1404610651164739,0.14851956952421697,0.1607351410638838,0.1742396512453353,0.1833281824859135,0.0,True,0.15,True,0.31092697599832125,True,10000,20260808,True,split_normal_in_log_mbh,0.36,0.33,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-73488,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,juodzbalis25_jades_blagn,broad_line_agn,4.133,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.4863631038396109,0.4863631038396109,0.44522943400455045,0.46151527993750047,0.4862489417255154,0.5114431334582895,0.5282127177612937,0.0,True,0.2,True,0.41121540351456115,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-73488,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,juodzbalis25_jades_blagn,broad_line_agn,4.133,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.4863631038396109,0.24318155191980545,0.22261471700227523,0.23075763996875023,0.2431244708627577,0.25572156672914476,0.2641063588806469,0.0,True,0.2,True,0.41121540351456115,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-73488,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,juodzbalis25_jades_blagn,broad_line_agn,4.133,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.4863631038396109,0.16212103461320362,0.14840981133485015,0.1538384266458335,0.1620829805751718,0.1704810444860965,0.17607090592043123,0.0,True,0.2,True,0.41121540351456115,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-77652,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,juodzbalis25_jades_blagn,broad_line_agn,5.229,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5274430682798625,0.5274430682798625,0.46832934370212903,0.4914431975627214,0.5274866036905801,0.5667748794283393,0.5906713746693469,0.0,True,0.24,True,0.4550254130416506,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-77652,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,juodzbalis25_jades_blagn,broad_line_agn,5.229,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.5274430682798625,0.26372153413993127,0.23416467185106452,0.2457215987813607,0.26374330184529005,0.28338743971416963,0.29533568733467347,0.0,True,0.24,True,0.4550254130416506,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-77652,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,juodzbalis25_jades_blagn,broad_line_agn,5.229,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.5274430682798625,0.17581435609328752,0.156109781234043,0.16381439918757382,0.17582886789686006,0.18892495980944643,0.19689045822311566,0.0,True,0.24,True,0.4550254130416506,True,10000,20260808,True,split_normal_in_log_mbh,0.34,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-954,GN954_juodzbalis25,HZA-GN-954,GN-954,juodzbalis25_jades_blagn,broad_line_agn,6.759,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.9403035606779888,0.9403035606779888,0.8532862155714869,0.8872671931940571,0.9408784886991549,0.9918504997011067,1.025016573720152,0.124,True,0.23,True,0.24460186009947968,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-954,GN954_juodzbalis25,HZA-GN-954,GN-954,juodzbalis25_jades_blagn,broad_line_agn,6.759,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.9403035606779888,0.4701517803389944,0.42664310778574344,0.44363359659702856,0.47043924434957746,0.49592524985055336,0.512508286860076,0.0,True,0.23,True,0.24460186009947968,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-954,GN954_juodzbalis25,HZA-GN-954,GN-954,juodzbalis25_jades_blagn,broad_line_agn,6.759,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.9403035606779888,0.31343452022599627,0.28442873852382894,0.29575573106468567,0.31362616289971834,0.3306168332337022,0.34167219124005066,0.0,True,0.23,True,0.24460186009947968,True,10000,20260808,True,split_normal_in_log_mbh,0.31,0.32,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-Z11,GNZ11_maiolino24,HZA-GN-Z11,GN-z11,maiolino24_gnz11_agn,high_ionization_line_candidate,10.603,2.0,30.0,0.1,1.0,eddington,1.0,0.0,1.4367242290706101,1.4367242290706101,1.2660420627995377,1.3342944505353496,1.4363992421820968,1.538636801435292,1.6061235625950545,1.0,False,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-Z11,GNZ11_maiolino24,HZA-GN-Z11,GN-z11,maiolino24_gnz11_agn,high_ionization_line_candidate,10.603,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,1.4367242290706101,0.7183621145353051,0.6330210313997688,0.6671472252676748,0.7181996210910484,0.769318400717646,0.8030617812975273,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-Z11,GNZ11_maiolino24,HZA-GN-Z11,GN-z11,maiolino24_gnz11_agn,high_ionization_line_candidate,10.603,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,1.4367242290706101,0.47890807635687005,0.42201402093317925,0.4447648168451165,0.4787997473940323,0.512878933811764,0.5353745208650182,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-12839,GOODSN12839_matthee23,HZA-GOODS-N-12839,GOODS-N-12839,matthee23_eiger_fresco_blagn,broad_line_agn,5.241,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.6883071405476705,0.6883071405476705,0.6770572784516773,0.6815146708282553,0.6882987809504604,0.6951275537365782,0.6997099821001844,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-12839,GOODSN12839_matthee23,HZA-GOODS-N-12839,GOODS-N-12839,matthee23_eiger_fresco_blagn,broad_line_agn,5.241,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.6883071405476705,0.34415357027383525,0.33852863922583865,0.34075733541412767,0.3441493904752302,0.3475637768682891,0.3498549910500922,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-12839,GOODSN12839_matthee23,HZA-GOODS-N-12839,GOODS-N-12839,matthee23_eiger_fresco_blagn,broad_line_agn,5.241,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6883071405476705,0.22943571351589018,0.2256857594838924,0.22717155694275176,0.22943292698348677,0.2317091845788594,0.23323666070006147,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-13733,GOODSN13733_matthee23,HZA-GOODS-N-13733,GOODS-N-13733,matthee23_eiger_fresco_blagn,broad_line_agn,5.236,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.6279250940567935,0.6279250940567935,0.6090411707927588,0.6163779410248528,0.6278483222511867,0.6393065511993888,0.6467781234940632,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-13733,GOODSN13733_matthee23,HZA-GOODS-N-13733,GOODS-N-13733,matthee23_eiger_fresco_blagn,broad_line_agn,5.236,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.6279250940567935,0.31396254702839677,0.3045205853963794,0.3081889705124264,0.31392416112559335,0.3196532755996944,0.3233890617470316,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-13733,GOODSN13733_matthee23,HZA-GOODS-N-13733,GOODS-N-13733,matthee23_eiger_fresco_blagn,broad_line_agn,5.236,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6279250940567935,0.20930836468559785,0.20301372359758627,0.2054593136749509,0.2092827740837289,0.2131021837331296,0.2155927078313544,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-14409,GOODSN14409_matthee23,HZA-GOODS-N-14409,GOODS-N-14409,matthee23_eiger_fresco_blagn,broad_line_agn,5.139,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5807552006854548,0.5807552006854548,0.5556005461774335,0.5654691553507006,0.5809505752667856,0.5964114492013175,0.6062188634558119,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.14,0.14,False
